username;title;model;verified;date;region;text;stars;id
wanda rivas;Not like it;0;Verified Purchase;April 14, 2024;United States;"
No es lo que esperaba
";3.0;B0C449R6PX
J;Delicious;0;Verified Purchase;April 4, 2024;United States;"
I love these but they arrived half bag crumbled
";3.0;B0C449R6PX
Lee;Nice;0;Verified Purchase;March 23, 2024;United States;"
Good cookies but some were broken
";3.0;B0C449R6PX
Amazon Customer;I love this product for my grandchilds;0;Verified Purchase;April 3, 2024;United States;"
I don’t receive the product
";3.0;B0C449R6PX
Veronica Chavez;Packaging;0;Verified Purchase;February 7, 2024;United States;"
I absolutely love these cookies but when I recieved them the box was crushed and my 3 package were also crushed most of the cookies were all broken and in pieces
";3.0;B0C449R6PX
Linda Hardymon;Broken biscuits;0;Verified Purchase;February 10, 2024;United States;"
I love these things  but whoever packed them for shipping crammed them in the box with other items and most were cracked or broken.
";3.0;B0C449R6PX
S. Perez Molina;Ref a como llega las galletas;0;Verified Purchase;January 21, 2024;United States;"
Las galletas vienen en una caja dando cántazos y cuando se abren están rotas las galletas en pedazos pequeños , es la segunda vez que las pido pero llegan igual rotas, del paquete como 3 se salvan
";3.0;B0C449R6PX
Philip M. Weinstock;Not so great;0;Verified Purchase;March 5, 2024;United States;"
Nutella was good.. the biscuit however is bland and hard.
";3.0;B0C449R6PX
ChenxiZhou;Taste good and wait long time;0;Verified Purchase;January 9, 2024;United States;"
If you like chocolate, it is a very good snack cookie. However, I received this item much longer time than i expected, so I give some minus points.
";3.0;B0C449R6PX
Kim E.;Ok, not great;0;Verified Purchase;April 24, 2024;United States;"
I love Nutella, so I needed to try these. These are ok. They are not great. I will stick to my big jar of Nutella and whatever I choose to put it on. The cookie part of these is dry and dusty and not very flavorful. I was disappointed and will definitely not buy these again. Way too pricey for what you get and how they taste.
";2.0;B0C449R6PX
oana;Shammed Biscuit;0;Verified Purchase;April 26, 2024;United States;"
I’ve ordered before this product and the biscuits wore delivered in one piece. Now I’ve placed an order for 3 bags and all 3 bags have come with the biscuits shammed. I mean how should I eat them…
";2.0;B0C449R6PX
A Student;I wanted these to be better;0;Verified Purchase;April 13, 2024;United States;"
Not enough shortbready biscuit-cookie numminess, and not enough Nutella to make up for the lack of that.This is a very good concept. They just need to reformulate.
";2.0;B0C449R6PX
Roni;Broken;0;Verified Purchase;January 2, 2024;United States;"
Item arrived broken
";3.0;B0C449R6PX
Charlene Whidbee;Package wrong;0;Verified Purchase;May 9, 2024;United States;"
We love these cookies. But this shipment came with damage cookies. Items were packed in a box with heavy item which crushed the cookies.
";2.0;B0C449R6PX
Ana;Poor Packaging for Shipping;0;Verified Purchase;March 21, 2024;United States;"
Cookies are delicious! But the packaging for shipping was terrible. It was shipped in a bag/sleeve so this caused the cookies to get crushed. Amazon- i recommend you ship in a box.
";2.0;B0C449R6PX
Frances Melancon;Not fresh;0;Verified Purchase;April 28, 2024;United States;"
Not fresh and tasted much too processed. Threw it out.
";2.0;B0C449R6PX
Ko;Awful;0;Verified Purchase;May 6, 2024;United States;"
They were all crushed
";2.0;B0C449R6PX
richard;Damaged;0;Verified Purchase;April 10, 2024;United States;"
They were damaged first time, but they are always good fresh
";2.0;B0C449R6PX
Kay Brumbaugh;delicious but arrived all broken;0;Verified Purchase;March 8, 2024;United States;"
great cookies, but they were all crushed upon arrival.  not packed well and disappointing to open a bag of crumbs.
";2.0;B0C449R6PX
Amazon Customer;Arrived broken;0;Verified Purchase;March 8, 2024;United States;"
Very yummy but unable to share them they were arrived all broken in an envelope vs a box. Very disappointing
";2.0;B0C449R6PX
Charles;Bland flavor and very crumbly;0;Verified Purchase;March 23, 2024;United States;"
The filling in these doesn't taste like Nutella. The flavor is bland.It may be that the cookie they use masks the Nutella flavor. If the filling is really identical to the Nutella sold in jars, then they need to improve the cookie recipe. Or maybe they need to improve the ratio of Nutella to cookie.They are also a mess to eat. The cookies are very crumbly and there is no way to take a bite without being showered in crumbs. It's much worse than other crisp cookies.These are simply not worth the cost of almost 25 cents for each cookie in the bag.
";1.0;B0C449R6PX
Patricia W.;SOY! The lecithin they use is soy!;0;Verified Purchase;April 22, 2024;United States;"
These are good but I found out the hard way that the lecithin that they use as an emulsifier is soy lecithin because I had a bad reaction to it. If you don't want to list that you're using soy, find something else to use. I'm giving one star for trying to conceal the fact that you're using soy and that's not fair to the customer. Will not buy again!
";1.0;B0C449R6PX
RJ Martin;Crushed.;0;Verified Purchase;March 16, 2024;United States;"
Good product but it all crushed and crumbs
";2.0;B0C449R6PX
Debid;Its good;0;Verified Purchase;March 8, 2024;United States;"
Some of the cookies inside were falling apart.
";2.0;B0C449R6PX
Marcin B;Dry and broken up;0;Verified Purchase;April 25, 2024;United States;"
We buy these retail and for the first time purchased on Amazon. Bag came with many broken cookies, about 25%, but the main issue is that the filling is dry and solid, not creamy as we used to and as described on the bag. Will not be buying these from Amazon anymore.
";1.0;B0C449R6PX
Satyam;Half broken cookies;0;Verified Purchase;May 10, 2024;United States;"
Received package, my kids were very excited since they loved this cookies. As soon as I opened the package, I found that half of cookies were broken. Taste was off too.Since its food I can't return it.
";1.0;B0C449R6PX
Jacqueline Marquez;Cookies came in tore up into tiny pieces;0;Verified Purchase;May 4, 2024;United States;"
Love the cookies BUT do not buy them online… ordered 2 packs and when i opened both, the cookies were broken and mangled. Get them somewhere else or maybe Amazon should do better packaging them!!!
";1.0;B0C449R6PX
Dani;Don’t buy them from Amazon;0;Verified Purchase;October 12, 2023;United States;"
It’s just not worth it to get them from Amazon. They were hard and the crumbled cookies ruined the whole bag for me. I bought some from the store and they tasted much more fresh with no crumbled cookies messing up the bag.
";2.0;B0C449R6PX
Amazon Customer;Package need improvement;0;Verified Purchase;May 3, 2024;United States;"
The cookies are so yummy as usual. But the cookies arrived either broken or crumbled, waste my money and food. Hope Amazon will improve their package.
";1.0;B0C449R6PX
DENNIS;Terrible;0;Verified Purchase;April 24, 2024;United States;"
I bought three packages and they were all broken and stale. The Nutella was hard, not soft and fresh like I had from a store.
";1.0;B0C449R6PX
heather wilhelm;CRUMS;0;Verified Purchase;March 31, 2024;United States;"
when these arrived they were mostly crumbs, all broken.  so I used it as an ice cream topping. I like them with coffee but out of 2 bags I got 5 good enough for dipping. bummer
";1.0;B0C449R6PX
Emily Young;All broken small pieces.;0;Verified Purchase;April 21, 2024;United States;"
Not worth the money definitely a waste of money and not available for a return.
";1.0;B0C449R6PX
Sonny;It's broken a lot;0;Verified Purchase;April 21, 2024;United States;"
A lot of snacks are broken down. It's delicious, but it's a bummer
";1.0;B0C449R6PX
Patrick McDonald;Best Cookies Ever!!!;0;Verified Purchase;March 5, 2024;United States;"
The only thing not to like about these delicious cookies is that they were crushed in the delivery process! I think there were about 10 cookies delivered whole and the rest were crumbs and broken cookies. . . So disappointed and will never order again.
";1.0;B0C449R6PX
D. Gordon;DO NOT ORDER - Poor quality!;0;Verified Purchase;January 30, 2024;United States;"
I ordered them for my daughter’s birthday party, but they arrived crumbled and half melted - completely unpresentable for the party.  had to toss them and my daughter was so disappointed as they are her favorite cookies.  The saddest thing is Amazon would not honor a request for a refund or replacements, so we lost $$ in the process as well. Never order these from Amazon. Poor shipping and return policies.
";1.0;B0C449R6PX
Lucilla;Crumbles;0;Verified Purchase;April 23, 2024;United States;"
All of the Nutella cookies were broken and in crumbs!
";1.0;B0C449R6PX
TAM;Arrived in crumbs;0;Verified Purchase;May 1, 2024;United States;"
product arrived all broken up and in crumbs
";1.0;B0C449R6PX
Nevin Meyer;Crumbled;0;Verified Purchase;April 22, 2024;United States;"
Item was smashed and was 90% crumbs.
";1.0;B0C449R6PX
fernando graterol;Galletas partidas;0;Verified Purchase;April 19, 2024;United States;"
Las galletas llegaron toda partidas. Las dos bolsas por igual. Se necesitaban para decorar una mesa de dulces.
";1.0;B0C449R6PX
Carol Segarra;Ricas, no puedes comer solo una;0;Verified Purchase;March 11, 2024;United States;"
Ricas pero llegaron Rota los dos paquetes, miren la foto y juzguen usted. Como se les ocurre enviar las galletas en un sobre en vez de una caja... dinero perdido😡
";1.0;B0C449R6PX
Donna Belfield;Delivered all broken up;0;Verified Purchase;March 30, 2024;United States;"
These biscuits taste very good, but when I open the package they were all broken to pieces.
";1.0;B0C449R6PX
lola;Crumbs;0;Verified Purchase;April 22, 2024;United States;"
Broken cookies
";1.0;B0C449R6PX
Hugh;Amazon shipping failed;0;Verified Purchase;February 22, 2024;United States;"
The cookies are delicious but they arrived broken and crumbled. I don’t recommend buying them if you’re not ok receiving a bag of crumbs. The new Amazon packaging failed to protect them.
";1.0;B0C449R6PX
Jo;Broken;0;Verified Purchase;April 13, 2024;United States;"
I ordered five of them and they were all broken. Waste of money.
";1.0;B0C449R6PX
Jenna;Crumbles;0;Verified Purchase;January 29, 2024;United States;"
I was so excited to try these after watching a TikTok review. My package finally arrived after being delayed four days due to “inclement weather” which was not the case. I received this product completely smashed there is not a full cookie in the package just a crumbled dusty mess. Disappointed.
";1.0;B0C449R6PX
Kindle Customer;Delivered in crumbs.;0;Verified Purchase;April 5, 2024;United States;"
I like these, but this time it was all broken and in crumbs.
";1.0;B0C449R6PX
Janmaris sosa;Rotas;0;Verified Purchase;April 20, 2024;United States;"
Son muy buenas pero llegan rotas
";1.0;B0C449R6PX
Julie;Broken cookies;0;Verified Purchase;March 19, 2024;United States;"
Not sure if it was manufacture issue or delivery but ALL cookies were broken. Couldn’t even eat a solid cookie. Sucks
";1.0;B0C449R6PX
DOSEPACK PHARMACY;all booked broken;0;Verified Purchase;April 1, 2024;United States;"
broken cookies and crumbs
";1.0;B0C449R6PX
Sandra Polk;Nutella;0;Verified Purchase;April 7, 2024;United States;"
Damaged and nasty
";1.0;B0C449R6PX
Diane Sheiman;delivery of cookies;0;Verified Purchase;April 1, 2024;United States;"
COOKIES WERE BROKEN
";1.0;B0C449R6PX
Beth;Arrived opened;0;Verified Purchase;February 21, 2024;United States;"
This product arrived opened. Not like it busted during shipment but intentionally opened. It says it’s not returnable or I can’t get a refund! What a waste! Will not order again!
";1.0;B0C449R6PX
Amazon Customer;Don’t purchase;0;Verified Purchase;March 23, 2024;United States;"
cookies came in small crumbly pieces when should have been whole.
";1.0;B0C449R6PX
Samaira Salas;Great product awful delivery;0;Verified Purchase;March 8, 2024;United States;"
Do not buy this from Amazon, they arrived all broken
";1.0;B0C449R6PX
Amazon Customer;Most biscuits are broken;0;Verified Purchase;February 22, 2024;United States;"
Good price but definitely not buy again.Came all brokenDo not recommendBought for second time and same problem.Very disappointed
";1.0;B0C449R6PX
Felix Paulino;ese producto llego debaratada;0;Verified Purchase;March 26, 2024;United States;"
no me gusto para nada
";1.0;B0C449R6PX
Amazon Customer;Came smashed;0;Verified Purchase;February 27, 2024;United States;"
Cookies are delicious but this is the second time I have ordered them and they have came smashed
";1.0;B0C449R6PX
Chino;delivery time;0;Verified Purchase;February 26, 2024;United States;"
the cookies were broken had two bags and they were like crums
";1.0;B0C449R6PX
Rigguey Rodriguez;Damage;0;Verified Purchase;February 27, 2024;United States;"
I received the bag of the cookies smash.
";1.0;B0C449R6PX
Theresa Estrada;Cookies;0;Verified Purchase;February 28, 2024;United States;"
Box wad fine but cookies were crumbled
";1.0;B0C449R6PX
wesl;Smashed cookies;0;Verified Purchase;February 27, 2024;United States;"
Cookies were smashed
";1.0;B0C449R6PX
Ann;Reminder to self- don’t buy cookies that are packaged in bags from Amazon;0;Verified Purchase;October 5, 2023;United States;"
I love these cookies they are my all time favorite, well that and Oreos. Unfortunately, Amazon does not ship these in boxes to prevent crumbling. So by the time they arrived the cookies were mostly pieces not necessarily cookies any more.
";1.0;B0C449R6PX
Amazon Customer;broken cookies;0;Verified Purchase;January 25, 2024;United States;"
All the cookies were broken in little pieces,
";1.0;B0C449R6PX
Angie ;Crumbs;0;Verified Purchase;February 14, 2024;United States;"
All crumbs uneatable
";1.0;B0C449R6PX
Amazon Customer;Disappointed;0;;April 28, 2024;United States;"
I am not sure if it’s packaging or prior to packaging the cookies are already broken and crumbled.  I was planning to bring it for small gatherings.  It ended just at my house since it is crumbled. Very disappointed 😞
";2.0;B0C449R6PX
Gladys Wong;Crushed cookies!;0;Verified Purchase;May 10, 2024;United States;"
When I opened the bag, there was more broken cookies than whole. Not just broken, CRUSHED!
";1.0;B0C449R6PX
