username;title;model;verified;date;region;text;stars;id
AmazonFrom98;A step down from my Fire HD10+ tablet despite small gains in video quality;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 26, 2024;United States;"
I was excited to get this All-new Amazon Fire HD10 tablet.  This is the third one I have purchased, thinking it would be an upgrade from my current Fire HD10 Plus 11th Generation purchased in December 2022.  I keep upgrading every couple of years with the great trade-in offers from Amazon, so I thought this would be my next upgrade.Unfortunately, despite the marginal improvement the video resolution and processor speed, the lack of wireless charging was a deal breaker for me.  The USB charging port has always been a persistent failure point in past devices due to repeated plugging and unplugging of the tablet during use.  I find the wireless charging feature works great for me with a generic AT&T charger plugged in on my bedside table so I returned the new Amazon Fire HD 10 tablet within a few days for a refund.
";3.0;B0BHZT5S12
Chris;arrived preloaded in a bad way;Digital Storage Capacity: 32 GBOffer Type: Without Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;November 10, 2023;United States;"
Please read whole review...I have an old Apple device that needed replacing. For various reasons I didn't go for a new one. I have a relative that got a Fire 7. They seem to be happy with theirs.  So, got a Fire HD 10.  Set-up was fairly easy & quick. I liked the size & the feel.  So I sat down and wrote down all that I wanted to load onto my NEW tablet.  I was only 1/3 through my list when the memory got full. So I griped some. But I had a SD card that I loaded up. Then I went about working on my list.  A few days after I had placed the SD card in I decided to check how full I was.  I was at 34G. that just hit me wrong. So, I got the breakdown of how much was music vs. photos vs. Apps, so forth.  I was just over 2G of music! That was 98% of what I downloaded...The reason I got the device...THE reason I put in the SD card because I that I had maxed-out the memory!!!...  According to the SD listing 30G was Apps!?!?!  I did NOT add any Apps. So I checked to see what was loaded... ACCORDING to the read-out There are NO!!! Apps. It just created space to store any Apps I may add later.  So, 30G for Apps & 2G for music.  Correct me if I am wrong. But...I got a 32G tablet that was ALREADY  at peak capacity at roughly 30G BEFORE I even started loading my music choices!!!  THAT people is WRONG! Period. end of statement.  Now...Battery life, screen picture quality, ease of web browsing have been fine. A hiccup here or there. But, I have only had it like a fortnight or so. I can write most of that up to learning a new device.
";3.0;B0BHZT5S12
Helen Coffey;Very Disappointed & Frustrated;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 12, 2024;United States;"
This is my 4th Kindle Fire over the past 13 years. I have always been pleased until I purchased this version in February 2024. I have also purchased 2 paper white tablets I have always been pleased with.The tablet had a few glitches initially but over the past 2 months these problems increased and occur more frequently.The main issues are the while reading a Kindle book, the screen goes blank and the ""thinking icon"" just spins causing me to have to return the home page and open that app once again.  I am unable to open a store link from my email to read the ad/message as the blank screen ""thinking icon"" once again appears.Feel like a made a definite mistake by upgrading this time
";3.0;B0BHZT5S12
Chris;OK for price, negative stars for locked down OS;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 5, 2024;United States;"
The best thing about Android is its openendedness.Not the case with the new firmware. They lock you into OTA updates, force you to use their garbage launcher, force their in house bloat ware on your system that is DEEPLY integrated into the OS itself.You can get around SOME of the headache, but with the firmware lock down it will constantly reset itself because of the updates you have no say in accepting.It's only worth it at the big spring sale price point.If you're paying full price get yourself a proper android tablet that Amazon hasn't used as a glorified portable marketing device.Amazon needs to do better.
";3.0;B0BHZT5S12
Kindle Customer;Streaming media player, not an eBook reader;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 21, 2024;United States;"
I'm rather disappointed with this version of the Kindle Fire HD 10. I bought it when my older Kindle Fire HD 10 from 2017 seemed to be getting slow, and I figured it was time for an upgrade. I mostly used it to read news sites and webpages, with a bit of content creation for social media.Now, when I hear ""Kindle"" I think ""eBook reader."" When I fired this model up after I took it out of the package I was immediately struck with how TV-like it was in dimensions and even default orientation. The Kindle logo that comes on the screen at boot up time demands you hold it in a very un-booklike orientation where it's wider than it is tall.This seemed like a peculiarity, but something I could work with as it was smart enough to rotate, but it turns out this was just a hint of a specific design choice.When I started going to the same websites I used to go to with my older model I frequently found them so badly formatted that the ads extended over the text, making it illegible.It very quickly became obvious: This is a streaming video consumption device that can be used as an eBook reader and light website viewer (sometimes), not an eBook reader and website reader that can be used as a streaming video consumption device.Because of it's focus on viewing video, you can't ever completely mute it. There are things that will always make it sound off, maybe very quietly, but it isn't possible to completely stop it's noise. For example, if you power it off or on, it will make some noise. That was disappointing, but since it isn't loud enough to wake my partner I was okay with it.So I finally got around to creating some content on it, and was very disappointed that this new video watching tablet I had inadvertently purchased was no faster than my old model from 7 years ago when editing or compressing video. In fact, it sometimes took longer to compress a video.So, here's the upshot: This might be a good device for someone who only wants to use it to watch Amazon Prime movies, but if you want to quietly read the news in the morning, or if you want to work on your social media, get something else. This isn't your tablet.
";2.0;B0BHZT5S12
Jadedcat;Not for Audible;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 14, 2024;United States;"
I was in need of a replacement for an Android type tablet and went with the Amazon Fire solely based on the fact that my primary app use is Audible, figuring that an Amazon service like Audible would work great on their own tablet.  Big mistake.  While the other features and apps on the tablet work fine, Audible is slow and buggy.  It takes twice as long for content to load and after my last system update, it dumped every single title I had downloaded.  This will be a 1x learning experience for me; I will avoid Amazon devices in the future.
";3.0;B0BHZT5S12
sherry bivens;My 4 th kindle and maybe the last;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 7, 2024;United States;"
My kindle has issues and once I had to lose.everything to get it to work correctly. Now I have to hold down the start button for a several seconds to get it to come on. It says system failure but I never knew what to do, I just experimented and don't like having to do it. I worry this one.isn't one going to last.Plus I am going to have to order a new cover because thks one is smaller, even though it says it is the same size.Bummer !!
";3.0;B0BHZT5S12
Nancy L.;Doesn't play well with others, Buyer beware!;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;February 16, 2024;United States;"
I bought my fire a week ago, I love the size and wanted it to read newsletters etc.  I like the size and the weight.  My biggest problem is I, tried to download some of my standard apps and found out Amazon doesn't allow them or doesn't have them in there play store. I can't get any of my favorite Google apps. I do get my email but no calender and I don't want two calenders. I can't get to my files on Google drive and I am not copying my files over to Amazon, oddly they are probably on an AWS cloud. No contacts can't get my Google contacts. I use Google translate since I travel frequently to Germany and Amazon translate is honestly far behind Google translate. For example, Google translate can translate an entire paragraph only a word at a time. The problem is that words take on different meanings depending on context.Now here is something interesting Amazon does play well with Microsoft, I can get all my excel, word, etc. I also can use both Bing and Google for searches so that is a push.
";3.0;B0BHZT5S12
Danny Boy;Things you need to know up front;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 13, 2024;United States;"
None of my PC or Android aps will work on this. I was extremely disappointed to discover that games that worked on my Amazon Fire 7 would not work. My Bitdefender security for my PC, Lap Top and Android phones cannot be loaded. I love Google Chrome and it wont work. I can't return it so I'll trash it and just use my lap top. It's more cumbersome but does a whole lot more. Have to say it's the first time I feel Amazon has let me down.
";3.0;B0BHZT5S12
Nick;Good but not great tablet;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 10, 2024;United States;"
Probably the most average tablet but considering the price you can't expect more. Purchased to replace an iPad that met the tile floor and shattered. Unfortunately that ipad still functions better than the Fire tablet. The touch screen requires a hard press to open apps or pause videos. Picture quality is fine. Seems like it takes a while to charge the battery but the battery does seem to last. If you need a decent tablet for media viewing, this will work. Nothing fancy but it does the job.
";3.0;B0BHZT5S12
Kindle Customer;Apps suck;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 24, 2024;United States;"
It seems they haven't improved their apps. Can't download Firefox, Chrome... there's some generic made apps so you can use YouTube, haven't found an app that I can use my Gmail without it crashing.I can't use Amazon fresh the same on the Amazon app on this tablet, but it works on the Amazon app on my phone?? Why?  It's your own damn tablet Amazon!Some of my games do not work the same. Grrr.
";3.0;B0BHZT5S12
kate;A good case for return of tuatara !;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 11, 2024;United States;"
I wanted another 10 inch kindle so I could use my tuatara case. This new kindle is smaller and I had to get a less than adequate case. I really miss not being able to stand my kindle up vertically, it was all around more stable with the old tuatara case. Can't find a good case to fit this smaller  kindle 10.
";3.0;B0BHZT5S12
Jonathan Parkhurst;Not for Commercial Use - Good tablet;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 23, 2024;United States;"
Just a note that these devices are for personal use, not commercial.  We were hoping to use them to help in education at some of our trade shows, but will have to find other solutions.That being said, the tablets are light, have a bright, clear screen and are fairly easy to use.PROSLightweight, Large, clear screen. Decent sound.CONSJanky policy for businesses. Battery life is abysmal - looks like it will drain on idle after 48 hours.Proprietary stuff, harder to configure, some software will not install. It's an Android, but it's not an Android.  Accessories are pretty expensive considering it's a $100 tablet.
";3.0;B0BHZT5S12
Consumer;Good Tablet;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 17, 2024;United States;"
Overall the Fire HD 10 is a good simple tablet for the price. It is well built and no issues with damage like many other reviews had. It’s definitely a low end tablet mainly good for reading and general browsing but overall worth the money and a great tablet.
";3.0;B0BHZT5S12
Joy  Metcalf;Amazon has cut corners again;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;March 22, 2024;United States;"
10"" screen is smaller than 11th generation 10"" screen.  They call both this generation and the 11th generation Fire 10.1"" screen, but the new one is actually a different size, a half inch shorter.  I'm hoping this is the ONLY thing they've cut corners on or I'll be returning it for a refund posthaste.  I had nothing but problems with the last one, but the one I bought for my son worked great, so hopefully just a fluke.  I have to admit, though, I was torqued when I realized the screen size was smaller.  This is the third generation Fire I've had, and with each succeeding purchase, the quality has gone down.  Fingers crossed.  I'll update as time goes on.
";3.0;B0BHZT5S12
Sue F.;can't get rid of malware;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;March 18, 2024;United States;"
I've had this Amazon Fire 10 for several months and do not use it for any online banking thank goodness.  I've installed very few applications, and all from the Amazon App Store.  It now has malware on it and I can't find a trusted source to remove it.  The pop-ups happen so fast it's hard to focus on anything that might help.  I keep uninstalling applications that I didn't install.  As careful as I am with downloading anything, it's disappointing to have to deal with this.  I could use some help or it will be going into the trash and I won't buy another one (this is the third).
";3.0;B0BHZT5S12
richard s.;O Wireless charging!;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 26, 2024;United States;"
I really would have liked to know tat the new 2023 Fire 10 did not support wireless charging like the last version. I have the wireless charging dock and now that is worthless for this.
";3.0;B0BHZT5S12
"Kindle Customer; Clathrus";Setup not easy;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;April 20, 2024;United States;"
The block of Google play is bush league, otherwise I like most of it.  Also, email accounts didn't transfer over from Kindle fire 8. This, for me, is a major suck.
";3.0;B0BHZT5S12
Bunnyfufu;Not impressed;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;January 31, 2024;United States;"
The 2021 version was so much better. Not laggy and pretty fast. Over time tho they wear out. So I got the 2023 version since my older one was getting slow. .... My 2021 kindle is still better than the new one in comparison. I even got this 1 a memory card. But is potentially useless. Because every time I turn off the kindle it says that I ejected my memory card when I did not. And I have to take the case off, take it out and put it back If I if I want to use it. Which is bullcrap. The new 1 has so many more glitches and it's so much more laggy. I'm sort of wishing that I had gotten the 2021 version again. They call it the relaxation kindle. I'm not sure How other people relax. Maybe it plays music OK I don't really know. I usually just play games on it and check my email. And I shop on amazon as well on my kindle. So if I'm having glitches with just that. That's so sad. It's really sad that my old worn out kindle that's 3 years old works better than the new one. Do better Amazon.
";3.0;B0BHZT5S12
denail, L.;my kid doesn't like it;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 10, 2024;United States;"
This is the gift for my kid, somehow he doesn’t like it. I think it is the Amazon related product and everything is highly regarded to your prime account, this maybe prevents him from easily using it
";3.0;B0BHZT5S12
Kindle Customer;Bluetooth would pair but never connect to device;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;March 30, 2024;United States;"
I purchased a fire HD 10 on February 25, 2024. I liked the size, display and feel of the tablet. However, the tablet had a problem with the dark mode. I could not get the dark mode to turn off. More importantly, the bluetooth was worthess. The device would pair with other devices, but would never connect with the other devices. I called customer support, and the tech connected to my tablet, and after 30 minutes or so could not figure out the problem (but agreed there was a definite connection problem, so she wrote a ticket to send to another department, and I was told that I would be contacted within 72 hours. Time passed, and no contact. So I called again. The second representative was rude and dismissive. He wrote a repair ticket, which apparently is different that the ticket the first representative wrote, and told e to have a nice day. After thinking about it for 10 minutes, I decided I did not want a tablet which was in my hands for less than 30 days repaired. So I called again, got a pleasant, responsibe representative, and was able to return the tablet for a full refund. I would like to try another fire HD 10, but am a little leery. The rude, dismissive rep has knd of soured me. plus, after doing some research, I see others have had an issue with  bluetooth connection on several versions of the tablet. If bluetooth were not important, and if the dark mode worked properly, this would be a wonderful tablet. As I write this, I see Amazon has the fire hd 10 at $45.00 off the regular price.
";2.0;B0BHZT5S12
