username;title;model;verified;date;region;text;stars;id
Urban Dam;Worked well till handle failed;Pattern Name: Strainers;Verified Purchase;July 1, 2023;United States;"
No complaints while it lasted. 10 months into light to medium usage, the weld on the handle failed. The handle is barely tack-welded to the rim. Was not lifting anything heavy, just a small serving of boiled spaghetti. Pictures speak for themselves.
";3.0;B007TUQF9O
TheNilvarg;Weak Welds;Pattern Name: Strainers;Verified Purchase;July 20, 2023;United States;"
These served us well until the handle welds snapped under routine use. Two of three pieces no longer have handles, as the cheap, weak welds just came apart during washing. I'll be buying a different brand, hopefully with a one-piece construction.
";3.0;B007TUQF9O
JfB;A bit too flimsy and fragile and some food gets under rim. Handle broke off on the big one.;Pattern Name: Strainers;Verified Purchase;October 11, 2023;United States;"
As they say, you get what you pay for! Inexpensive but cheaply made. I've used these strainers for a couple years and they were ok, but they aren't made to last. The handle of the largest one broke off, first one side, then the other. Also when straining some foods, bits of food gets caught underneath the rim so you have make sure to tap the strainer to get the hidden food out of the rim when cleaning. (Not a good seal between strainer and the rim. See paper tucked under rim in picture where food gets hidden). I'll try to find a more expensive but better made set for next purchase if possible.
";2.0;B007TUQF9O
Kelly;Bad notch design;Pattern Name: Strainers;Verified Purchase;November 9, 2023;United States;"
The notch design makes it so that you can't trust it to hold itself upright on an item. I should be able to just rest the strainer on a bowl or cambro and pour over anything, but if the item is heavy or if you bump it at all, the strainer is likely to fall right into what you're straining into. The notch should be more like a hook or at least flat and not slanted upward.
";2.0;B007TUQF9O
Pat K;Nice strainers or would be if….;Pattern Name: Strainers;Verified Purchase;June 3, 2023;United States;"
When my strainers arrived the mesh was all bent out of shape on one set. Too much trouble to return so I still use them out of shape and all
";3.0;B007TUQF9O
kara rubin;Handle broke on of them;Pattern Name: Strainers;Verified Purchase;June 12, 2023;United States;"
I haven’t had these for too long and not long after the handle broke off of one of the items. It barely got much use before that happened.
";3.0;B007TUQF9O
Davin Clement;It broke;Pattern Name: Strainers;Verified Purchase;February 3, 2024;United States;"
Bought these ones over other cheap ones because i though they were going to be of better quality, but after like a month one of the handles broke
";2.0;B007TUQF9O
ToniP;Handle broke off with straining rice;Pattern Name: Strainers;Verified Purchase;January 6, 2023;United States;"
Overall I thought these were very good.  Choices in size good for different needs.  Note: the mesh strain warps but does not effect straining.  Though BIG note: handles are weak at attachment point.  After reasonable use since I purchased (2 yrs ago) the handles on the largest broke off at welding point when rinsing rice.  Considering the break and the warping not worthy of 5 stars.  Expect about 2 yrs of use IMO.
";3.0;B007TUQF9O
Informed_Consumer;Flimsy;Pattern Name: Strainers;Verified Purchase;July 17, 2023;United States;"
I had expected a more sturdy product. Not planning on these lasting long.
";3.0;B007TUQF9O
Patrick B.;Weak handle on large strainer;Pattern Name: Strainers;Verified Purchase;December 31, 2022;United States;"
This is a nice set, and we really liked it when we first got it!  After only a few months, though, the welds on the handle for the large strainer gave way, and the handle came completely off.  Without the handle, there's no good way to hold the large strainer when you're straining something hot.The two smaller strainers are still holding up well after a little over a year...
";3.0;B007TUQF9O
Debbie V.;Mesh strainers;Pattern Name: Strainers;Verified Purchase;June 3, 2023;United States;"
I bought 2 sets for some reason but I was disappointed as the large ones came dented and the actual strainer area was very very thin material.
";3.0;B007TUQF9O
Mayfair57;Mesh Bends Easily;Pattern Name: Strainers;Verified Purchase;March 4, 2023;United States;"
Really was looking forward to getting a high quality mesh strainer.  Upon removing from the box, the large strainer mesh was warped and dented.  Very easily put back into place. Just handling it causes the mesh to dent/warp.  Will be going back to my cheapy plastic versions.
";3.0;B007TUQF9O
Sandy98Rock;Not Packaged Well;Pattern Name: Strainers;Verified Purchase;May 9, 2023;United States;"
They are ok and I will use, but the largest one was all crunched up and they packaging is not great.
";3.0;B007TUQF9O
dannyBcookin;Handles break easily;Pattern Name: Strainers;Verified Purchase;December 17, 2023;United States;"
The handles are affixed to strainer rim with weak, “ticky-tacky” welds. If you have anything in the strainer above the weight of leafy greens they will eventually break.
";2.0;B007TUQF9O
Good deal;They are very shallow;Pattern Name: Strainers;Verified Purchase;February 27, 2022;United States;"
These just arrived this afternoon.  I was very disappointed when I opened the box. The medium and large strainers are very shallow.  These were a replacement for my 5 year old cheap plastic strainer that the handle was finally cracking off. It was the same diameter as the large Cuisinart one but would easily hold 4 cups of rice for rinsing.  The new one doesn't look like it would hold more than 2 cups.  Instead of sending it back, I will gift it to a young relative who just starting out on their own and doesn't have much in the way of kitchen tools. I'll just look for another replacement and this time research more on the capacity than of the name and number of positive reviews.
";3.0;B007TUQF9O
Susan Donnelly;Mediocre;Pattern Name: Strainers;Verified Purchase;May 13, 2023;United States;"
These are mediocre and will last a few years. Had to fix the dents right out of the box.
";3.0;B007TUQF9O
A&C;-.-;Pattern Name: Strainers;Verified Purchase;January 6, 2023;United States;"
Arrived in the mail loose in the box with other items I purchased, all 3 were severely dented and could not be bent back into shape....They still work, just not at all what I was expecting. I'll be back to drop stars if they rust or anything.
";3.0;B007TUQF9O
Charlotte Dion;These arrived with the mesh bashed in;Pattern Name: Strainers;Verified Purchase;January 5, 2023;United States;"
I'd have given higher ratings except that two of the three arrived with the mesh dented in multiple places and I have not been able to restore the original shapes. They are usable, and I suspect the main problem was insufficient packing materials. but it's disappointing to buy something that appears to be of good quality and have it arrive damaged.
";3.0;B007TUQF9O
H J S;Should have waited a week;Pattern Name: Strainers;Verified Purchase;August 9, 2022;United States;"
I bought these and got the Cuisinart ones because I thought they might be better quality. They aren’t really. The mesh is not secured like my old one, and because of this, buts of food get between the mesh and the ring holding it, and is hard to get out of there!If I had waited a week, I could have gotten  an identical looking set without the Cuisinart name printed on them, at the local bed and Bath store for only five bucks during a big sale they had going on.
";3.0;B007TUQF9O
Amazon Customer;Handles break easy;Pattern Name: Strainers;Verified Purchase;November 22, 2023;United States;"
The handles are poorly welded/connected to the rest of the strainer, and break easily.  Without the handle, its net to impossible to use it.
";2.0;B007TUQF9O
R. Man;Spend a little more if you're looking for any quality whatsoever!;Pattern Name: Strainers;Verified Purchase;July 31, 2015;United States;"
These are trash, plain and simple, period! I know for the price point, you get what you pay for, right? But what (albeit mildly) surprises me is Cuisinart put their name on these, and that's the hook! You see that name and you know (that long ago) this company actually cared about the quality of the product that bore their name. But today's companies are more interested in P&L percentages and who cares weather the actual product is any good. They will squeeze every single penny out of the good name and then squeeze some more. I think it fair to say that as little as 25 years ago, no good company would put out the kind of garbage that is the norm rather than the exception today. Now I'm all for paying a fair price for a fair whatever, and I'm all for a company making a fair profit, even a good profit, that's what makes this country run. But that's all a thing of the past, just like seeing ""Made in the US"". Ok enough, what makes these trash? The actual strainer part is a seriously thin gauge of cheap metal (I think it is some sort of metal), it almost flexes like a stiff fabric. So too are the rest of the parts and the tiny little welds that hold the handles on fall apart with almost no stress at all. I barely use these because they are so bad and I treat them like eggs when I do use them and they have all fallen apart. Of course, I'm way outside my return window (my fault, I should've sent these back immediately but did not). I foolishly thought that because of the name, they should be ok, even though I kind of know better. I just keep thinking that companies with good names will give you good products. Never again! Caveat Emptor from now on and with everything. But as long as these companies continue to get away with these practices, they have no reason to change and in fact it probable encourages them to push it to the absolute limit. Taking pride in your work...RIP.
";1.0;B007TUQF9O
Cor Ver Amo;Did not last.  Broke.  Very weak connections handle to strainer;Pattern Name: Strainers;Verified Purchase;June 1, 2023;United States;"
Had this brand prior and they lasted a long time.  These were not as sturdy ""feeling"", but I was not going to be hold crazy weight in them.Used maybe 15 times over the year and the large and medium size one had the handles just snap off.Going to try another brand..Maybe I had a bad batch since the previous set worked harder and longer ...
";2.0;B007TUQF9O
ten55;Flimsy.;Pattern Name: Strainers;Verified Purchase;May 6, 2023;United States;"
Won't be buying these again. The handles are flimsy and weak, so straining anything heavier than water bends the handle. For example, straining soup stock, which contains vegetables and meat bones; bent the handle so the strainer was sagging into the bowl. Can't strain something if it's sitting in the liquid you're trying to strain off. Don't feel like I can return them since I've used them, but won't buy from this manufacturer again; will stick to name brand.
";2.0;B007TUQF9O
JohnBoy5562;The handle will break after a few uses.;Pattern Name: Strainers;Verified Purchase;January 19, 2023;United States;"
They work great until the handles fall it then they are really hard to use especially if you are trying to drain hot water off spaghetti, last maybe two months with maybe 12 times using.
";3.0;B007TUQF9O
A. Greiner;Not very sturdy.;Pattern Name: Strainers;Verified Purchase;January 9, 2023;United States;"
These work for light kitchen use, but the handles are a bit flimsy and easy to bend.Can't really recommend for constant sustained use, but these work decently for occasional light use.
";3.0;B007TUQF9O
Mike;Not up to expected standards from Cuisinart;Pattern Name: Strainers;Verified Purchase;March 22, 2023;United States;"
The design and construction of these strainers isn't great. While using the large strainer to strain a half cup of white rice, one side of the handle detached from where it was welded to the round lip around the strainer. 2 days later, the other side of the handle detached (again while straining a small amount of rice) and now I have a strainer without a handle. The lip on these, especially the larger one, allow food to slip up inside making them rather difficult to clean. While not exactly expensive, don't expect these strainers to last for long if you do buy a set; mine lasted a year.
";2.0;B007TUQF9O
Thomas Culliton;Decent strainers, not convenient to store.;Pattern Name: Strainers;Verified Purchase;August 20, 2020;United States;"
These are reasonable enough strainers, if a bit too vulnerable to crushing and deforming, but storing them as a set just isn't what you might hope. Other reviewers have already cover most of the petty annoyances. Since the handles and ears are proportional to the size of the basket, hanging them together by either just doesn't work. That becomes a problem since the mesh of the basket is crushable enough that you really don't want to store them in a drawer.As as indicator of how easy it to deform these, after sifting a couple cups of sugar (~400g) to get rid of humidity induced lumps, the basket of the largest strainer was distinctly lopsided. Just from holding the handle in one hand and tapping the rim against the palm of the other with that much mass in it. This a very common, even conventional, technique for sieving dry ingredients, and really shouldn't produce significant distortions.
";3.0;B007TUQF9O
University Headmaster;Flimsy.  Not so strong.;Pattern Name: Strainers;Verified Purchase;February 23, 2023;United States;"
Perhaps these will last for years, but they don't seem that strong.
";3.0;B007TUQF9O
KR;Hard to clean;Pattern Name: Strainers;Verified Purchase;March 10, 2023;United States;"
Solid construction except food gets trapped between the mesh and rim so it’s impossible to get it fully clean
";3.0;B007TUQF9O
VSC;Not good if you plan to store in a utensil crock;Pattern Name: Strainers;Verified Purchase;March 14, 2022;United States;"
These seem well made and are good sizes and price point.  My only complaint is the design of the handle. If you plan to store these in a utensil crock or similar holder, with other spoons, spatulas, etc, the looped handle design means every time you go to pull this strainer out it pulls a bunch of other utensils with it. They get caught in the looped handle.  It’s quite annoying actually.
";3.0;B007TUQF9O
Evgeny Baskakov;Broke exactly one week after purchase;Pattern Name: Strainers;Verified Purchase;October 15, 2023;United States;"
This product is not sturdy at all. I washed some food in the middle-sized strainer, shook it to release water, and the handle came off at once.
";2.0;B007TUQF9O
Nathan S;They don’t honor their lifetime warranty!;Pattern Name: Strainers;Verified Purchase;March 16, 2022;United States;"
This product works well for its intended use and our’s broke a few years within having them. Handles fell off of two of them and the mesh came apart from the frame of the large one. We contacted Cuisinart several times when this happened and they promised us a replacement and we never received one, so we just bought a new set ourselves.
";3.0;B007TUQF9O
Steven Inman;Works great but poorly made;Pattern Name: Strainers;Verified Purchase;June 5, 2022;United States;"
So the metal bit at the top popped off one me when I was straining out some hot strawberry puree for canning. Burned the hell out of me when it dropped and splashed up on me. Still works but I'll go buy a different brand.
";3.0;B007TUQF9O
An Escaped Mind;Cheap weld on handle;Pattern Name: Strainers;Verified Purchase;September 23, 2022;United States;"
The strainer handle broke within three weeks. I had to superglue it. Food does get stuck in the interior rim of the strainer. The strainer has a nice look and a perfect mesh. Just be cognizant that the handle is designed with ignorance or stupidity.
";3.0;B007TUQF9O
Douglas J Williamson;A little wiggly;Pattern Name: Strainers;Verified Purchase;May 8, 2022;United States;"
Just what you need IF you don't plan on adding anything too heavy to the largest strainer. The handles are simply tack welded to the round rim of the basket, meaning there is a lot of flex and movement at that join. I am dubious that connection will hold up especially if there is any rust allowed to form.
";3.0;B007TUQF9O
Maryellen Leelman;Failed spot weld;Pattern Name: Strainers;Verified Purchase;May 8, 2024;United States;"
The inadequate spot weld which connects the handle to the strainer, on the large sized strainer,  failed after several uses.  A better connection system is expected from the cuisinsart brand.
";1.0;B007TUQF9O
Shannon Hodgkins;Great strainer but the handle lacks sturdiness;Pattern Name: Strainers;Verified Purchase;May 21, 2022;United States;"
I love the strainer set. The large one lasted a few months then the handle started becoming loose and the left side of the handle detached. The baskets of the strainers are great. They are annoying to hand clean but a dishwasher would have no problem.
";3.0;B007TUQF9O
N;food gets trapped;Pattern Name: Strainers;Verified Purchase;November 3, 2022;United States;"
Over time, food gets trapped under the lip. It's very hard to get out -- impossible to completely clear it. I've had strainers that don't have this problem.
";3.0;B007TUQF9O
M2;The large strainer collapses with use;Pattern Name: Strainers;Verified Purchase;March 9, 2021;United States;"
I purchased this set of 3 Cuisinart strainers because it had good reviews and I wanted something nicer than the cheap, no-name, falling apart grocery store item I already had.  Unfortunately, I should have stuck with another of those instead of this item.The strainers are attractive, and it appears that the wire mesh is less likely to separate from the rim the way my cheapo strainer did; however, the strainers, particularly the 7-7/8"" strainer are quite flimsy where the handle meets the bowl.  Any attempt to strain anything (and I mean *anything*:  pasta, vegetables, curds) remotely large enough to require the large bowl will result in the strainer hinging where the handle meets the rim and collapsing into the container over which you placed it.As one might imagine, this a) defeats the purpose of having a strainer and b) is extremely irritating.  My recommendation would be that this set makes a lovely decoration, but if you actually want to strain something, look elsewhere.
";2.0;B007TUQF9O
Amazon Customer;smallest strainer great for straining tea;Pattern Name: Strainers;Verified Purchase;July 18, 2021;United States;"
I purchased this set for the small strainer to strain tea; I prefer our stand alone strainers for larger items over these larger strainers as it can be a juggle to pour what you're straining and hold the strainer steady. However the handles make for great storage from our pot rack. Particulates do get in the rims so you need to be careful with straining and cleaning.
";3.0;B007TUQF9O
Chelsea;Good product but not “fine mesh”;Pattern Name: Strainers;Verified Purchase;September 3, 2020;United States;"
These are nice in that they come in assorted sizes and they seem to be decent quality. My only complaint is the description says “fine mesh” so I was hoping the holes would be smaller it’s the same as any other strainer of this type. We do still use them all the time though, I would recommend if you’re just looking for a variety of sizes of hand held strainers. But if you’re looking for something with actual very fine holes I wouldn’t get it, maybe check your local grocery store my mom found what we were looking for at a Publix near her.
";3.0;B007TUQF9O
EVaz;Wide bowl, Feel fragile;Pattern Name: Strainers;Verified Purchase;February 10, 2022;United States;"
I needed multiple sizes for various purposes.  The bowl on these is wide - that doesn't work with narrow-mouth jars.  And, they feel fragile which inhibits me from giving them a good scrubbing after training something like lemon juice.
";3.0;B007TUQF9O
A. Pacpal;Pictures of Product are Misleading;Pattern Name: Strainers;Verified Purchase;June 19, 2021;United States;"
Though the description and details state that this is ""3 strainers"", the pictures show a ""what's in the box"" section which adds a nut bag.  The same bag is featured as the main picture and another picture with details about it.  Be aware that as the title and details state, this is only 3 strainers and did not include the nut bag.
";3.0;B007TUQF9O
Alex;Kitchen everyday things;Pattern Name: Strainers;Verified Purchase;January 16, 2023;United States;"
Came apart after few months.
";3.0;B007TUQF9O
Nemesis ;Doesn't Fit To Scale;Pattern Name: Strainers;Verified Purchase;March 3, 2022;United States;"
I love what the product can do and it does meet those standards.  I was disappointed with the small size cyz on the site it looks a lot bigger. It isn't even big enough to strain spaghetti or any pasta for that matter.
";3.0;B007TUQF9O
Scott;Hard to clean;Pattern Name: Strainers;Verified Purchase;March 21, 2022;United States;"
While I agree that they do feel flimsy, mine have lasted four years.  However, food particles ALWAYS get stuck between the rim and the screen and are nearly impossible to clean out.  It's very frustrating!
";3.0;B007TUQF9O
Amazon Customer;"Good sizes; but feels cheep, like it's going to break";Pattern Name: Strainers;Verified Purchase;April 24, 2022;United States;"
I liked the sizes, but the large one doesn't feel strong. It almost feels like it's going to break when I strain pasta.
";3.0;B007TUQF9O
Steve L;Bad design. Major pain to clean.;Pattern Name: Strainers;Verified Purchase;November 21, 2023;United States;"
These are just a bad design. There is a gap between the screen and the edge band on the inside that collects bits of food that are a pain to get out...every time I use them. 0 stars if I could. I have a few Cuisinart products and all are very good, except this one.
";1.0;B007TUQF9O
Grace;Poorly Designed for Handheld Use;Pattern Name: Strainers;Verified Purchase;March 16, 2023;United States;"
These strainers are poorly designed. The handle is not ergonomic. When you hold it, it constantly wants to move from side to side rather than having a firm hold. This is a problem especially for hot food items. Also, the handle is so light that the weight of the strainer pulls it down before you put anything in it. A good strainer should be well balanced and firm in your hand before you start to use it. If you’re going to put it over a bowl then you won’t experience these issues, but for anyone that holds their strainer in their hands this is not a good buy!
";1.0;B007TUQF9O
Bob Tobias;Not what I expected from the Cuisinart brand;Pattern Name: Strainers;Verified Purchase;May 8, 2021;United States;"
The screens on these strainers is very thin and bends easily. That doesn't affect how they work so much and just makes them feel flimsy.  So far they haven't broken and from what their looks I expect they might before long. When they do I'll be looking elsewhere for replacements.
";3.0;B007TUQF9O
mtsfly;Why aren't they weighted?;Pattern Name: Strainers;Verified Purchase;May 27, 2022;United States;"
I wish they were weighted on the opposite end from the handle as you are NOT able to rest it on a surface hands free because it will tilt towards the handle (so frustrating)!!!  Both sides should be the same weight so it is stable and can be used HANDS FREE. Not returning as I'll just have someone around the house help me when I need to use them or I'll donate.
";2.0;B007TUQF9O
Aruna;Fine strainers but warped in transit;Pattern Name: Strainers;Verified Purchase;March 23, 2019;United States;"
My daughter recommended these to me -- I bought them because the one she has are great.  I received mine but they were warped.  I thought maybe running them under hot water might bring it back to it's original, proper shape.  But no luck.  Since they are good quality and will last for a long time, I would prefer to have strainers that look good. I must return them for a replacement. They need better packaging.
";3.0;B007TUQF9O
MCC;good for sifting, irritating design choice;Pattern Name: Strainers;Verified Purchase;June 7, 2019;United States;"
These sifters work fine and don't get too clogged, but the smallest sifter doesn't nest inside the other two if you hang them from the hook. If you hang them from the long handle, the middle of the small sifter balances right on the rims of the other two, and if you hang it by the short loop its loop is much shorter so it angles way out.  I would not choose them again if I knew how poorly they'd all fit together
";3.0;B007TUQF9O
Shaman;Cuisinart Set of 3 Fine Mesh Stainless Steel Strainers- large strainer is broken?;Pattern Name: Strainers;Verified Purchase;December 20, 2021;United States;"
I didn't expect the large strainer to come apart in 6 months time? I take good care of my kitchen equipment and I have come to trust Cuisinart over many decades.
";3.0;B007TUQF9O
Danial;Not built to Last a long time!;Pattern Name: Strainers;Verified Purchase;June 15, 2022;United States;"
Used the Strainer occasionally for a year, but recently the handle separated from the Strainer.
";3.0;B007TUQF9O
Kevin;Not the strongest one out there.;Pattern Name: Strainers;Verified Purchase;December 30, 2021;United States;"
It works well, I used it for rice but it gets very flimsy when you add more than a cup and a half of rice (cooked)
";3.0;B007TUQF9O
Patrick O. Kimbrough;Slightly finer than Walmart's mesh strainer.;Pattern Name: Strainers;Verified Purchase;January 22, 2021;United States;"
This is slightly finer than the cheap one from Walmart I got. Good for me since I'm using it to separate sand into various grain sizes. It has the same kind of construction, though. Expect the handle to break off the rim and the mesh to come undone from the rim.
";3.0;B007TUQF9O
Sara  Lee;my 2nd purchase;Pattern Name: Strainers;Verified Purchase;January 21, 2022;United States;"
This is 2nd buy as my first one was broken.But it is an affordable price for 3pcs- one set.
";3.0;B007TUQF9O
Oscar B Chacon;"Not ""fine"" enough for fine coffee grounds";Pattern Name: Strainers;Verified Purchase;April 29, 2021;United States;"




                    The media could not be loaded.
                



This seems like a decent product. That being said, I need a ""fine"" mesh strainer capable of filtering fine coffee grounds when cleaning my french press; and this doesn't do the job.
";3.0;B007TUQF9O
Bailey;Not the sturdiest, we’ve had them over 6 months and they haven’t broken yet!!;Pattern Name: Strainers;Verified Purchase;July 22, 2022;United States;"
We’ve had them about 6 months and they haven’t broken yet!!
";3.0;B007TUQF9O
Horoscope Fish;Flimsy Construction;Pattern Name: Strainers;Verified Purchase;June 30, 2021;United States;"
Was expecting a much sturdier product. My decade old strainer recently popped a spot-weld and I was hoping these Cuisinart strainers would hold up as well as my old one. Based on what I got, I'm not at all hopeful. The strainer-head flexes dramatically at the slightest bit of pressure and the mesh itself is flimsy as well. Just nowhere near the quality I'm used to. This set will hold me over, but I expect I'll be replacing them sooner than later. Would return the ones I got but it's just not worth the hassle.
";2.0;B007TUQF9O
Masaling;The handle broke off!;Pattern Name: Strainers;Verified Purchase;June 7, 2020;United States;"
I bought these strainers about 3 years ago. It's not that I use them every day, but the handle on the largest strainer broke off! I have another strainer, which I've been using since I was a student (over 20 years), and it's so much sturdier! than this Cuisinart  strainer.
";3.0;B007TUQF9O
Steven;Okay;Pattern Name: Strainers;Verified Purchase;January 13, 2022;United States;"
The way these are designed, the lip traps debris pretty badly. Pain in the butt to clean
";3.0;B007TUQF9O
Ferdinand Valencia;Broke after 3 years;Pattern Name: Strainers;Verified Purchase;May 14, 2023;United States;"
My big one's handle broke after 3 years of use. Why can't they make things that last anymore?
";2.0;B007TUQF9O
Amazon Customer;not microwave safe;Pattern Name: Strainers;Verified Purchase;May 2, 2021;United States;"
I do not like this product.  I have purchased all Cuisinart products.  I have every pot and pan and immersion tool and waffle maker so I thought instead of buying any other brand, I would buy the Cuisinart measuring cups.They do not clean well.  There is a shadow inside the cup.  They are not microwave safe.  I used one to soften some blueberries and my whole microwave was covered in blueberry syrup because the cup cracked and had a hole in it.What happened to the high standards?These just feel cheap.
";2.0;B007TUQF9O
Moo;Unsanitary, cheap garbage;Pattern Name: Strainers;Verified Purchase;July 23, 2022;United States;"
I was hoping a big box brand like Cuisinart would be better than the unpronounceable popup brands that appear and disappear constantly (I could swear I saw one called Aaooiimeie or something). No, this thing is horrible, flimsy, and a legitimate health hazard. Food gets trapped between the wire mesh and the metal rim constantly. Cleaning it practically requires dental tools, otherwise you're going to be getting food poisoning every time you use it. Pictured is just some of the food bits left after running the large strainer through the dishwasher twice, in different orientations. I'm so tired of picking out these kinds of bits with a toothpick. It's going in the trash now.
";1.0;B007TUQF9O
clarinet;Looks good but poorly constructed;Pattern Name: Strainers;Verified Purchase;January 7, 2022;United States;"
This review is of the largest of the three strainers in the order.  It worked great until the handle came off.  I would expect that a utensil like this could handle a load of rice -- ONE cup cooked rice -- but when I shook it to get the water out, the handle broke away.  Looking at where it was attached, I see a very weak-looking solder joint.  This handled the dry rice adequately, when I was rinsing it before cooking, but it's not acceptable that it would break under this heavier load that you could expect to be put in it.  Now I'll have to get another one and hope I find one that's less delicate, and now there is one more bit of junk to throw out.
";1.0;B007TUQF9O
