username;title;model;verified;date;region;text;stars;id
Lisa Holland;Much larger than my last Fire;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: LilacStyle: Amazon Fire HD 10;Verified Purchase;April 30, 2024;United States;"
the Libby app would not load audio books to my old Fire anymore, so I purchased the latest and greatest one available.  The color is a lovely lavender.  Of course, once you have it in a folio case you really don't see much of it.  It is wonderful!  The volume control has more range than my last one and the larger screen is great for the fiber art patterns I read on it.  Easy to jump from the Libby app to the PDF of whatever pattern I am using that day.  I love listening to my audio books while make wonderful things in the evenings.  But I really don't want to get another one any time soon.  Hope to get a decade of use out of this one instead of just 5 that I got out of the last one before the security was so out of date I could not use it any longer.
";5.0;B0BHZT5S12
Kindle Customer;Constant Redirecting;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 23, 2024;United States;"
FOLLOW UPAfter 3 reps getting in touch with me it appears the issue may be solved.  Their response was immediate and the issue addressed.  If this one continues to work then I recommend the item and praise the Help CenterThis is my 5th Kindle, I have always had a great experience with them until now.  This Edition is full of performance defects.  Every 5 minutes it’s flips off of what you’re doing and asks what language you want to use.  Out of 5 minutes of use it spends 2 minutes on ads that you can’t click out of.  You can’t read 3 pages of a book before your redirect to add or language preference…. Kindle is sluggish and a hassle to use, have had it a week, emailed tech support and got no response.  Just found out I have to PAY $15 to stop the continuous ads 😡
";4.0;B0BHZT5S12
Bubblz;Great for travel;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;April 26, 2024;United States;"
I had bought one of these earlier in the year for myself. I really like it!It's very light weight and has a great screen quality. Touch screen, which is a must. Long battery life.I flew to Florida with it in my purse, (I used to take my laptop), this is so much better and easier to travel with. When I arrived in Florida and my sister saw it, she fell in love. So I ordered this one for her to take on her cruise. She didn't want to take her laptop (because of the weight and important documents she had on it). So this was perfect and arrived the same day! Just in time for her cruise. She was so excited and surprised  that I ordered it for her!! Happy sister and cruise!!
";5.0;B0BHZT5S12
Ardsley Waxwing;My Dad Likes It A Lot;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;March 5, 2024;United States;"
I bought this as a Christmas gift for my elderly dad who's modestly familiar with modern day technology such as computers, and tablets (He doesn't own a smart phone). In the past my siblings and I have tried to give him tablets as a gift, or to borrow... and his enthusiasm was basically null; he barely touched his Android tablet. However, this Amazon Fire HD 10 was the first tablet he actually grew fond of the moment it turned on. Matter of fact he uses the Fire tablet daily in the reading room for web browsing, news apps, etc..., and he's quite content with its operation as demonstrated with his continued daily use of it.  The Fire tablet receives a minimum of one hour usage each day, and he only charges it on Sundays if that lends an idea to the Fire tablet's battery capability.In 2017 I bought a Fire HD 8 for my child, and it sustained in immense amount of abuse as would be expected from a 10 year old (drops, continual full discharges, power cable yanks, etc...), yet it still holds a charge, and works just fine today.  In no way will the Amazon AppStore rival Google Play apps, or Apple's App Store, however, if you want a very inexpensive tablet for web browsing, movies, TV shows, and games you can't go wrong with these very abled Amazon Fire tablets.I've heard you can actually fumble around and get some of Google's Play Store apps to successfully work on these Fire tablets because of the OS's similar Linux file structure... but let that be more of a welcoming surprise than an expectation. All in all it really is a decent inexpensive tablet.
";5.0;B0BHZT5S12
Anonymustly;Good sized screen, decent sound from speakers;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: LilacStyle: Amazon Fire HD 10;Verified Purchase;April 12, 2024;United States;"
I travel for business so this tablet is my primary way to stream video. The screen size is comfortable for viewing. I've been able to install all my paid streaming subscription Apps from Amazon's HORRIBLY limited App store and quite a few free ones. This tablet replaces my previous 10HD which developed problems with the micro USB charging port so it no longer charges. I was pleased to see this unit uses USB C, much easier to insert than micro USB.I DO recommend using aftermarket magnetic USB charging cables to avoid constant wear & tear on the charging port from frequent plugging/unplugging stress.Negatives? Limited selection of Apps available from Amazon App store. I was hoping to install some lite business Apps to avoid having to carry a laptop for travel but Amazon offers nothing adequate and non-Amazon Apps rarely function even if you manage to side load them. Love the bright Lilac color, makes it difficult to leave behind.
";5.0;B0BHZT5S12
Amazon Customer;Great Value;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;May 1, 2024;United States;"
I have always had iPads and Apple products. As my more recent iPad is now broke, I really did not want to spend another $900 on another one. So, I was like, ""Let's try a kindle fire.""  For what I need, listening to music, listening to audiobooks. shopping online--it's perfect! No need to shell out $900 for an iPad. The only difference I really find is the speaker--it could be better quality, not terrible, but the location of it should be moved to hear it more clearly.
";5.0;B0BHZT5S12
Amazon Customer;Tablet play games really well;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;May 9, 2024;United States;"
I use this tablet for a lot of things. But it plays my arpg game really well. I'm playing Eternium. I just beat trial level 118. Not many are this far. I'm #10. This game requires a lot to run. It runs well. I am amazed how well hd10 works.Its great for everything else too. I almost never write reviews. I just had to this time
";5.0;B0BHZT5S12
Kathlene;BE AWARE!;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 15, 2024;United States;"
REVISION:  below is my original review. I did not do my research correctly and I was very unhappy. I have since purchased the option of getting rid of the ads and that has helped tremendously. At least now the Kindle is usable. Do not purchase without the option of having the ads removed. I'm just thankful I could do it after the fact.If I had known you could not download the Google Play Store on a kindle, I would have never bought this. It constantly is downloading games automatically and the ads are insane. If I hadn't been stupid and thrown away the original box when I got it, it would be going back.
";4.0;B0BHZT5S12
Nick Holloway;Pretty good!;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;April 27, 2024;United States;"
SO— for reading and writing? This tablet is amazing! It’s very good for writing with the stylus it’s advertised with and does amazing when you want to read, whether that be on the internet or with the kindle app.But if you’re wanting to access sites like discord on the browser? Not so much. The Silk Browser isn’t great. (I downloaded Opera instead)It’s a bit slow, but for the price point it’s actually a really good tablet for an aspiring author like me!Combined with the draw function on One Note, it’s definitely worth it.
";4.0;B0BHZT5S12
George S. Radu;Nice well made tablet at a good price. But if you use Google apps you could have a problem.;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;March 27, 2024;United States;"
Nice tablet, but if you use Google Apps, beware.This is a nice tablet at a very good price and if you don't use Google Apps you will be happy with this tablet.However it does not come with the Google Play store installed. So if you use Google apps, like photos, chrome, YouTube TV, etc. you will have an issue. Most Google apps are not listed in the Amazon Appstore.I found an article on how to install the Google Play Store on a Fire tablet and followed the multi step instructions to get the Play Store installed. Once I did that, I could install the Google Apps I normally use and now I'm a happy camper.Note that to install the Play store is a best done by someone with experience downloading and installing ""APK"" files.To find the article on installing the Play Store search for:""install play store on fire tablet""
";4.0;B0BHZT5S12
Margarita Munoz;Absolutely  worth;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: LilacStyle: Amazon Fire HD 10;Verified Purchase;May 5, 2024;United States;"
This is  my  2nd  Amazon  fire tablet . I  like  how convenient it is  I'm an avid reader and I just grab my  tablet and I can  store so many  e books  and  games on it and I can  also  enjoy my  shows and movies on  prime .beautiful picture quality.  I  highly recommend it 👌.
";5.0;B0BHZT5S12
joanne malenchak;so far, so good, BUT...;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 16, 2024;United States;"
nice tablet. got a nice discount and trade-in. just be aware if you're trading in, the offer is a little misleading. it states that you receive 20% off a new tablet + $25 gift card. then it states the trade-in value (in my case) is $25. you would think you received 20% + $25 gift card + the trade-in value of $25. NO! the gift card is the trade in value. so, you receive 20% + $25 (IF, they evaluate your trade-in and find it to be acceptrable.) MISLEADING! and customer service was of no help. but, i am happy with the tablet, so far. will post any updates...
";4.0;B0BHZT5S12
Madison;Best tablet ever;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;May 7, 2024;United States;"
I can play roblox fortnite watch YouTube and tiktok and text my friends play music and take pictures of my cat battery life is great It's touch response is great It looks amazing And the screen is big enough for everything I need to do It's easy to read all the words And the connections are great!!!!!!! I recommend it!!!!!!!
";5.0;B0BHZT5S12
Randy L.;Wonderful Fire HD Tablet;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: LilacStyle: Amazon Fire HD 10;Verified Purchase;May 3, 2024;United States;"
This is a replacement for my older table.  I love the clarity of the screen, how fast it boots up and how fast it accesses data.  I am learning how to use the stylus feature which is a great help for taking notes, creating sketches, making lists and just having fun.  Great product, with a lot of features for a very fair price.
";5.0;B0BHZT5S12
Karen G. Prince;Pretty good but not Kind let's best!;Digital Storage Capacity: 64 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;March 27, 2024;United States;"
I have had Kindles forever & love them. For the price they're great -- BUT think this latest Kindle is not their best (maybe they were in a rush to keep up with Apple). The first 2023 I rec'd was a mess out of the box & I returned. This second 2023 is better but still freezes up often & all you can do is walk away & it will eventually fix itself. But sometimes I will be in a certain app & the Kindle will suddenly go back to the home screen with everything that I was doing in the effected app lost. Also would love to see a Kindle app for Wells Fargo Bank -- why not?
";4.0;B0BHZT5S12
Josh Revelo;Mixed feelings;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;May 8, 2024;United States;"
Got this as a replacement after an accident shattered the screen on my previous gen tablet.  Display looks very nice, but the performance and speed seems slower than my previous Fire tablet.  Perhaps this is a software issue that will be taken care of in an upcoming update.
";4.0;B0BHZT5S12
Spicy;Nice;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 29, 2024;United States;"
It still cuts off internet at times. It is a bright picture even with with blue light protection on.. It has a less sensitive touch screen with some stylus pens.If you download a lot, order a large SD card. It has more apps than the 11th generation. It also has extra mikes and cameras. Who knows what they can see and hear.Still love this tablet and Amazon because of great customer service and ease of ordering.
";5.0;B0BHZT5S12
Sky & Nic;Great cost effective tablet for reading and streaming services!;Digital Storage Capacity: 64 GBOffer Type: Without Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 7, 2024;United States;"
This is a great little tablet if you plan to use it primarily for Kindle reading and watching shows! This tablet lets you have Netflix, Hulu, Disney +, Paramount+, and more! My only complaint is that the Kindle app store is extremely limited with options and you can't put the Google app store on it. So if you want to use it as a full tablet, it falls short. There are a couple ways around a few things, like Walmart. You can use the Silk internet browser to go to the website and log in to your account. If Amazon would allow the Google app store, it would be a five star product.
";4.0;B0BHZT5S12
Davida Abendroth ;It’s Great!;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;April 21, 2024;United States;"
This is my 7th Fire Tablet. Had to return original but this replacement came fast. However ….. this was delivered by the USPS. It was jammed into our mailbox. The outer box was destroyed but thankfully the inner packaging survived. It was dark out when we retrieved it but mail comes during daylight. Carrier could be more careful. I guess I’m just spoiled. My Amazon drivers are pleasant and deliver my packages like they would want their items delivered.
";5.0;B0BHZT5S12
Amazon Customer;All-new Amazon Fire HD 10 tablet;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;April 19, 2024;United States;"
I bought this as a present for my mother and gave it to her. She likes it except for show every inappropriate picture that come up from Facebook. It took me a long time to get information on how to unfollow what was coming up on the screen. Many were just sickening. Make you want to throw up.Other than that it works good and she like it better than her knidle fire which is about 12 years old.
";4.0;B0BHZT5S12
James E Brooks;App limits and SD micro card for internal storage;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: OceanStyle: Amazon Fire HD 10;Verified Purchase;March 8, 2024;United States;"
This is the 2023 ver. What a time I had with getting a Micro SD card that would work with the Internal storage. I bought 3 generic cards with 256g to 1T and none of them would work. Internal storage option was shaded out. Only good for portable storage. I finally bought the more expensive San-disc 256g that Amazon recommends and it works just fine. Go figure! There are Apps that I want to load. Ebay and Sandisk Connect to be 2 of them. Most tablets you go to the app store and those 2 are right there. Maybe I'm missing something. It should be easy and maybe it is for some but I'm having an issue here. For those reasons I'm not too happy with my purchase. I don't like having my tablet that I paid for being controlled by the company I bought it from.
";4.0;B0BHZT5S12
pickyreader;Like this more robust tablet...;Digital Storage Capacity: 64 GBOffer Type: Without Lockscreen AdsColor: LilacStyle: Amazon Fire HD 10;Verified Purchase;April 25, 2024;United States;"
...to which one may connect a Bluetooth keyboard. I've owned several tablets, and the performance of this one is a step up. Speedy charging. I wish there was an easy method to to select specific data (such as Kindle books) to transfer to an expansion disk. And, I still don't know how to get my device ""recognized.""
";4.0;B0BHZT5S12
Georganne;Best tablet;Digital Storage Capacity: 32 GBOffer Type: With Lockscreen AdsColor: BlackStyle: Amazon Fire HD 10;Verified Purchase;May 1, 2024;United States;"
Easy to hold, picture is great, and it is nice to read my books on a larger screen when I want to. I use it mostly for work related stuff, and I have a paper white so I can read at night in bed.
";5.0;B0BHZT5S12
