username;title;model;verified;date;region;text;stars;id
L. H.;Worth the $;Color: White;Verified Purchase;April 22, 2024;United States;"
I moved my other brand robot floor cleaner to the second floor after a few weeks of having this work for me. This one is impressive.I schedule my main room floors to be cleaned where the most traffic occurs every night. The setting is on quiet so it does not disturb our sleep. (The self emptying sound is louder but for me the dock is in the opposite end of the house.)I use the super vacuum setting for the wall to wall carpeting. It's helped my rug to look so much better.I start the machine as needed for other floors in the house.The self cleaning mop works very well.I have been inspired to find other places for boxes that were stored under furniture now that my floors look so good.The roborock is very good at avoiding obstacles that were not there when mapping or even the last time it cleaned.I would buy it again.
";5.0;B0BVB5PTDK
Ashley;Worth every penny!;Color: Black;Verified Purchase;April 14, 2024;United States;"
I recently moved into a bigger house with an open floorplan and all tile floors. With kids, dogs, and cats, I was wondering about how I was ever going to keep the floors halfway clean. I was looking at basic robot vacuums and then was looking at the mop by the big brand name competitor, but the reviews were just so so and I hated having to have multiple devices.I came across this machine and balked at the price, so I kept scrolling... except I kept coming back to it so I finally closed my eyes and clicked add to cart.This thing is amazing! I'm still in the process of moving so sone days I can't run it due to stuff being everywhere, and boy do I notice a difference on those days! So far this thing not only does everything it advertises, but does it WELL! Only complaint is it's constantly thwarted by the bathroom mat, but I'm pretty sure I can set that as a no go area, I just haven't gotten around to it.
";5.0;B0BVB5PTDK
bogometer;Pricy vacuum that is worth the money;Color: Black;Verified Purchase;April 24, 2024;United States;"
It mapped my home and had a few problems with carpets with fringes.  I set some no go zones and now it is on a schedule and totally automatic.  Vacuums and mops on schedule.  I don't do it anymore.  I have to empty the waste bag and waste water (and give it new water) occasionally when it tells me.  Once in great while it gets stuck and asks for help but mostly hands free. It does have an annoying habit of saying ""going to wash the mop"" whenever it wants to clean but the fact that it does it and I don't have to change the mop brush much is a win.  Works way better than my sister's roomba which she basically quit using.
";5.0;B0BVB5PTDK
Elliott;I'm in love;Color: Black;Verified Purchase;May 5, 2024;United States;"
I have a Great Pyrenees and a German Shepherd this little miracle cleans up after both we have had nothing but rain and those two dogs love to be outside in the wet mud this little robot cleans up after both of them gets under most of the furniture and clean my entire 1800 square foot first floor in 80 minutes. You have to babysit it for the first two days but after that the configuration it uses for your house it becomes more efficient each time if you don't move your furniture around. I'm gonna need another for my basement.
";5.0;B0BVB5PTDK
Pivatic;Keep things 4in off the floor works perfect six months now.;Color: Black;Verified Purchase;April 6, 2024;United States;"
So if this thing lasts its worth $1200 to us. I 3d printed shelves and risers for furniture and appliances so everything is off the floor 4in and our cabinets don't have toe kicks. Best to mop and vacuum twice the first pass softens the dirt and the second finishes it off. Have not cleaned the mop yet or changed the dust bag nor cleaned  the dustbin filter all have self cleaned well. When the dustbin no longer empties on max power its time for a new bag but hasn't happened  yet. The mop filter gets washed monthly  on the 3rd rack in a Bosch 800 series dishwasher comes out spotless. Does not suck up catliter well but the mop sure does. No scratches on the tile or hardwood and the rugs stay clean even with 2 dogs and four mega fluffy cats which the app shows as dog or cat icon when they don't move. It showed a poop icon when my wife didn't move ...im never letting that down. We use vinegar and water and everybody comments on how clean the floors always are.  I just smile.
";5.0;B0BVB5PTDK
Amazon Customer;Had a defective product but support team took care of it. Great product overall.;Color: Black;Verified Purchase;March 14, 2024;United States;"
I fell in love with this thing right off the bat after using Roombas for years. But I will say my Roombas never broke down, not once. This Roborock has broken down 4 times in 3 weeks and the main culprit is the LiDAR turret which serves as the robot's vision sensor, so if it breaks, it doesn't work at all. It continually thinks something is obstructing the turret's view (not the case) and I have to take the robot apart, rotate the turret, (redundantly) clean it, and put it back together and hope it resets things. Fourth breakdown this morning and I've taken it apart and put it back together 3 times to no avail, so this thing is completely useless now. I am reaching out to customer support hoping for a total replacement of the robot itself and will update this review after I hear back.UPDATE: Adjusted to 5 stars. Customer support team process took a bit of extra time by requesting a video upload of the original vacuum malfunctioning prior to sending a replacement. The replacement they sent has been working great the last several weeks and their support team has been patient with me in mailing off the original one as I have been juggling personal affairs that have eaten up all my time. Looks like my original vacuum was indeed a defect. This thing works great for early morning routines -- I have 2 huskies who obviously do their share of shedding and rainy/muddy days are very tough without the roborock. It's amazing coming downstairs in the morning and seeing the floors immaculately cleaned. Much better product than the Roombas I've moved off of.
";5.0;B0BVB5PTDK
Ellie wang;Disappointing Experience with Roborock S8 Pro Ultra - Water Leakage Issue;Color: Black;Verified Purchase;March 18, 2024;United States;"
I purchased the Roborock S8 Pro Ultra Robot Vacuum and Mop from the RockDock Ultra Series about two months ago, attracted by its advanced features such as auto drying, auto mop washing, self-emptying, self-refilling, liftable dual brush & sonic mop, 6000Pa suction, and obstacle avoidance. Initially, I was impressed with the innovative technology and the promise of a hassle-free cleaning experience.Unfortunately, my satisfaction was short-lived. Recently, we discovered a significant issue with the product: it leaks water everywhere during operation. This defect went unnoticed until it caused substantial damage to our expensive wooden flooring. The water leakage from the Roborock S8 Pro Ultra has destroyed the integrity of our floors, and we are now faced with the distressing reality of having to replace them—a process that will cost us thousands of dollars.%%%%%%%%%%%%%May 1，2024  update:  Because the device leaked, it caused a lot of damage to our floor. However, I have to say, the customer service was very friendly and responsible, and although it was past the return period, they still replaced it with a brand new one.
";4.0;B0BVB5PTDK
KenC;This Robo Vac is the BOMB!!;Color: White;Verified Purchase;February 19, 2024;United States;"
We have essentially stopped vacuuming our house with our stick vacuum.  Additionally, we haven't mopped a floor since we got this vac in Jan 2024.  The tech on this thing is impressive.  It took a few hours to map our home, but it did it with so much detail it was amazing.  It allowed us to block off very precise areas for the vacuum to avoid and set up scheduled room cleaning.  We have it vacuum and mop the kitchen every night at 8:30pm.  It took a couple of week to figure out how to adapt our home to this vacuum.  It's forced us to not leave things on the floor is some areas so the vacuum can do a complete job.  We have it run a whole house cleaning on Friday's where we pick up bath mats and other items so it can do a thorough job.  The vacuum loves a phone charging cord, so we've had to make sure these are not on the ground when it's at work.  Emptying the dirty water is easy and rather satisfying since you see how much dirt is being cleaned from the floor.  Another plus is the easy roller brush removal process and the ability to remove the end of the brush to remove longer hair that gets wrapped around it.  Other vacuums force you to cut this hair from the rollers.  Super convenient feature.Finally, I will say to set expectations accordingly.  This vacuum is not a set up and forget it type of technology.  It requires a few minutes a few times a week for maintenance and cleaning, but this is a small fraction of the time we would spend actually vacuuming and mopping.  Staying on top of maintaining the machine makes a big difference in its effectiveness.  Love this product!!!
";5.0;B0BVB5PTDK
Tony Tang;Wow - this thing is amazing;Color: Black;Verified Purchase;April 18, 2024;United States;"
I don’t write reviews unless they send me an email and I’m feeling a bit generous, but I am thrilled with the performance so far. We have had it about a month and a half, 44 cleanings, run it over wood floors with a few rugs. I’ve found that putting chairs up saves a bit of time navigating and gets more dust. But I run it every night. Setting up the rooms was glitchy but improved with a firmware update. I pick which rooms get vac and mopped and it just doesn’t. 44 x 1200 sf and I think I emptied water 6 times. Mop works great, doesn’t get stuck, don’t need to pay anyone to clean the main floor anymore!
";5.0;B0BVB5PTDK
Ravi;Best robot vacuum;Color: Black;Verified Purchase;April 21, 2024;United States;"
I usually don’t write reviews.But this thing saves me a ton of time. I know longer vacuum or mop my hardwood floors and carpets.It has its limits, such as it’s too tall to clean under my cabinets, but that’s not an issue.LiDAR and obstacle avoidance works really well. App can be a buggy sometimes but not really an issue.Only thing I dislike is that it’s not smart enough to know when its dust bin is full mid cleaning. But from what I’ve read iRobot has a patent.If you’re on the fence, just get it!
";5.0;B0BVB5PTDK
sunshinenoptimism;Outperforms my iRobot!;Color: Black;Verified Purchase;April 3, 2024;United States;"
Works great - after some customer service help!First of all, hit a snag right out of the gate with the bag not registering as installed for the vacuum portion of the dock. I was able to locate the email for customer service and shot off an email to get a ticket started. Pretty quick response time, and they had standard troubleshooting tips that i performed before they told me just to send it back. I was able to get the UPS label and drop it off (just took a picture of the receipt; didn't take a video of anyone), waited 4 days for the new one to arrive and it works a treat!Mapping is almost instantaneous, vacuum and mopping is efficient and the app is pretty easy to set up!Pretty excited to replace my two iRobot vacuum and mop for this one robot!
";5.0;B0BVB5PTDK
Robert A. Reinsch;Changed my life;Color: Black;Verified Purchase;May 4, 2024;United States;"
I love this product! The functionality is good. Unlike another brand that I owned, the Roborock S8 ultra does not get stuck all the time like a different brand I owned. The ability to intermittently clean the mop, refill,  and continue on is fantastic. It has made my life easier. It is fairly easy to clean and upkeep is directed through the app.  I truly appreciate this product.
";5.0;B0BVB5PTDK
Randall Stewart;This mop is an advancement in floor cleaning!!;Color: White;Verified Purchase;December 8, 2023;United States;"
So I have waited a week after we got our S8 setup and running in the house. We have white porcelain tiles (big ones 2x4') throughout the whole downstairs. The kitchen, Family room and foyer are close to 1500 sqft. And my wife, since buying the home in 2021, has been swearing the floors will kill her. White tile is hard to keep clean especially in the kitchen. So early on I bought a Roomba i7 and a Brava jet mop. Now they work more or less but often times they are ""lazy"". In that they don't dock right and then you have to notice that they are not doing there job and go futz with them to get them charging again. I have moved these guys out to other areas. The Brava jet worked as long as you dolled it out in small areas. Which means every day it I would have it deal with about 1/2 of the small tank on it. And every afternoon I would have to clean the pad and fill the little tank. Really quite a lot of work, and after about a year of doing that I just said forget it.. too much work for what you get out.I saw the S8 a while ago but the price put me off a bit.. I finally decided to splurge and try it. Wow is all I can say. It vacuums and mops  and it does so efficiently. Instead of just wandering around like the roomba's do it maps out the floor and goes back and forth like I would if I was mopping. Then periodically while mopping/vacuuming it pauses announces its going to wash the mop and goes back and does so.Even better we do have carpets down and it recognizes that, lifts its mop up and just vacuums those areas. It is just stunningly amazing. Our floors now are cleaned every day and even at that its amazing how much dirt it gets up. And the water reserve is great too, all I do is about every other day go down, dump and clean out the dirty water (and it is always grey let me tell you could have something to do with our puppy :D ) and then fill up the clean water bucket.This is truly a revolutionary advance in cleaning. I just can't say enough good things about it. Now the only question will be how long it holds up. If something happens I will update the review. And I did notice in the manual  every few weeks I will have to do a bit of cleaning and servicing.. but considering how wonderful it works I am fine with that!!
";5.0;B0BVB5PTDK
C;Amazingly self-sufficient robot!;Color: Black;Verified Purchase;November 19, 2023;United States;"
After three weeks of heavy usage, I really love this robot. I’m extremely impressed by its navigation and obstacle avoidance capabilities and how close to hands-free it truly is. “Rosie” (of course!) has gotten/kept my house cleaner than it was for a long time. Rosie almost never gets stuck, especially now that we’ve identified a couple trouble spots to mark as no-go zones, and just goes about her business cleaning. My house is fairly large and is home to a cat and a dog, who like to shed everywhere. (It’s really neat when one of the animals sits in Rosie’s path long enough for the “cat” or “dog” icon to pop up on the map in the app!) I now have Rosie scheduled to vacuum high traffic areas every night, which keeps things under control. My downstairs is mostly hardwood and tile, with a few area rugs. The S8 Pro Ultra’s self-filling and self-washing makes the mopping functionality truly useful—it requires multiple refills to get my whole downstairs mopped, which would rarely happen if I had to refill by hand. Overall, this robot admirably meets my needs.My prior experience with a robot vacuum was roughly 18 years ago with the then base model Roomba. It was neat at first, but eventually felt like more trouble than it was worth. I was spending more time picking up the floor and unsticking/cleaning/emptying/maintaining the robot than it would take me to just hand vacuum the small condo I lived in at the time. I gave up on robot vacuuming until the technology advanced and, in the meantime, moved to the larger house with more extensive cleaning needs. The S8 Pro Ultra seemed to be the more advanced robot I was waiting for, and I have not been disappointed. This machine avoids most of the limitations of my old Roomba.I have noticed a couple of minor software issues that hopefully will get ironed out with future updates: 1. Some glitches with naming rooms on the maps, especially when trying to assign custom names. 2. Multi-level functionality could be a lot smoother. Getting the robot to switch maps is cumbersome, especially when you just want to do selective room cleaning on the new floor. And the robot then thinks its dock is on the new floor too. Other than these minor issues though, I find the app very good and useful.I have been so pleased with this robot that, last week, I got an S8+ at the Black Friday sale price to keep upstairs. My upstairs is mostly carpet, so the Pro Ultra’s mopping functionality is less needed up there.  So far, the S8+ is also meeting my expectations. And it’s fun having two robots at my command.
";5.0;B0BVB5PTDK
