username;title;model;verified;date;region;text;stars;id
Amazon Customer;low power does not feed line easily;0;Verified Purchase;April 14, 2024;United States;"
Weak power line is short and only one, does not feed new line well.Buy a better one or a gas model.
";2.0;"B0CRRDN82M
"
Mary;Doesn't work;0;Verified Purchase;April 18, 2024;United States;"
I have to constantly pull the feed line out will not feed it at all
";2.0;"B0CRRDN82M
"
Charity Hagen;Poorly made and difficult to use;0;Verified Purchase;March 18, 2024;United States;"
This weed eater is just awful.  To operate it you have to push a button in and squeeze the trigger.  Almost impossible to do without getting sore in the hand very quickly.  When I released the trigger the weed eater did not quit right away, it kept spinning, and sometimes I had to squeeze the trigger twice to get it to stop.  Not sure if that’s normal or a defect in my unit.  Also very underpowered.  Cut through flimsy weeds ok but had trouble with grass.  Also my back got very sore using it.  The way the handle is mounted did not conform to my body very well.  I would not waste my money on this unit.
";1.0;"B0CRRDN82M
"
lightningbug;Weak as a kitten;0;Verified Purchase;May 4, 2024;United States;"
My JAGROM 12-inch Cordless String Trimmer is so weak that it bogs down as soon as it touches grass, and it is not even strong enough to trim the string when it does the auto feed. If you stand real still and be patient, it will trim some of the grass, but you better hope the string dont break. Severely disappointed, especially for the price.
";1.0;"B0CRRDN82M
"
Veronica Merrill;Absolute Garbage;0;Verified Purchase;April 11, 2024;United States;"




                    The media could not be loaded.
                



AVOID THIS THING!!! I charged one battery all night and the other all day, and I know they are fully charged. You have to hold the trigger down the entire time and it will only run for about 5 seconds at a time, then you must release the trigger and then reengage it..over and over. The spool WILL NOT ADVANCE. What a disappointment. You'd be better off going outside and chewing the weeds with your teeth. This chunk of junk is going back.
";1.0;"B0CRRDN82M
"
Donna J. Williams;Very cheap quality;0;Verified Purchase;April 22, 2024;United States;"
I have purchased many items from Amazon, including yard and garden tools, but this is the first one I can say i was very disappointed in. I read reviews of most products i purchase, and was suprised that the reviews i read didn't match what i experienced. I am returning this item.
";1.0;"B0CRRDN82M
"
SCOTT;Under powered;0;Verified Purchase;May 8, 2024;United States;"
Under powered battery goes dead quickly thankfull it comes with 2 batteries also had to  use 2 spools to finish fence line on residential property.  Buy gas powered has the RPM vs battery that bogs down
";1.0;"B0CRRDN82M
"
K. Hershey;Unreliable;0;Verified Purchase;April 2, 2024;United States;"
For about 30 minutes it worked fine. Then I noticed the trim string was not auto advancing. I opened the spool housing and a tiny spring was loose inside . I have no idea where it came from or where it was supposed to be. I packaged it up and returned it .
";1.0;"B0CRRDN82M
"
Henry Fineman;All the power of a Tonka Toy.;0;Verified Purchase;April 12, 2024;United States;"
Received day before yesterday. charged that night. Assembled next day. All the power of a toy. AND the auto cut function useless making the tool useless. I question just how does this item receive such high rating?Returned to Amazon same day.
";1.0;"B0CRRDN82M
"
Jack;Don't waste your money;0;Verified Purchase;April 26, 2024;United States;"
This is a piece of crap. Lasted a day. Battery lasts about 10 minutes. Poorly made. Spend the extra money and get a 40v Ryobi trimmer
";1.0;"B0CRRDN82M
"
Maribel G.;No tiene fuerza para cortar la hierba;0;Verified Purchase;April 27, 2024;United States;"
Primero me lo mandaron sin baterías, y luego cuando me mandaron las baterías las cargue pero no tiene suficiente fuerza para cortar el pasto
";1.0;"B0CRRDN82M
"
Rick Dennis;Will not stay running;0;Verified Purchase;April 16, 2024;United States;"
Tried this trimmer but it would run 15 seconds then quit kept doing this.the weight was good just would not keep running
";1.0;"B0CRRDN82M
"
A.Davis;Never again 😒;0;Verified Purchase;April 19, 2024;United States;"
The pictures says it all. I only wish you could smell the odor. 🤢😖
";1.0;"B0CRRDN82M
"
Not enough power. Single string not able to cut properly. You only get like 8 minutes per battery. Wouldn’t buy it again. ;Power and length of battery usage;0;Verified Purchase;May 1, 2024;United States;"
Didn’t like it at all. I used it for edging.
";1.0;"B0CRRDN82M
"
Gary P.;Battery does not hold a charge;0;Verified Purchase;April 20, 2024;United States;"
1 Battery was defective, and does not hold a charge.  Not happy
";1.0;"B0CRRDN82M
"
D.J. Gibson;Don't waste your money;0;Verified Purchase;March 30, 2024;United States;"
The motor is weak and essentially ineffective. It's junk. Order it at your own risk. I started a return the same day I received it.
";1.0;"B0CRRDN82M
"
Pattie Sarich;Not the best quality;0;Verified Purchase;April 24, 2024;United States;"
Battery only works for about 20 minutes if that. Definitely not a Black and Decker.
";1.0;"B0CRRDN82M
"
Luis D.;Batteries dont last long fully charged;0;Verified Purchase;April 26, 2024;United States;"
Batteries could be better and power sucks it barely cuts
";1.0;"B0CRRDN82M
"
Amazon Customer;Batteries;0;Verified Purchase;April 16, 2024;United States;"
Both batteries fully charged do not last more than five minutes so I am sending it back
";1.0;"B0CRRDN82M
"
Kristina;Not the best.;0;Verified Purchase;April 8, 2024;United States;"
Battery last 10-15 minutes. Hand position made difficult when pressing both buttons down.
";1.0;"B0CRRDN82M
"
Martha Ensley;Not worth the money.;0;Verified Purchase;April 26, 2024;United States;"
Not worth the money. Would not recommend.
";1.0;"B0CRRDN82M
"
